找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of Vitiligo With Autoimmune Disorders: A Bidirec: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601771211b2dbc63e5aa7997d439dca55a6d387e18f99c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Characterization of Gut Microbiota in Patients with Active S: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177143ce5ecf588ca94db1d51bc7611e0e34a2e3518c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Comprehensive single-cell transcriptomic reveals different d: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017716991172dea4c1343f5a1ee75fbf798a6b058004c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Deciphering the role of skin aging in pigmentary disorders.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601771911c17ef9c173e8babb4a0658490f0169e126e3b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The Proposed Categorization of Vitiligo Lesions on the Hands: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177216df6479734761ee7b3ca927c635915b316e5eb8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Concurrent management of vitiligo and acquired disorders of : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601772396d9f60949772f201f97c75c8f7e6aaf5799a6c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Co-regulatory mechanisms and potential markers of oxidative : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601772600d1cf14ace2967aad8e4a3eaf61373d9bf48c7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immune-Mediated Disorders in Patients With Alopecia Areata: : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601772819baee526092089396bb8b9205399a9b61d84f3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Increased splicing of CXCR3 isoform B (CXCR3B) by impaired N: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601773149687558324b628a2bc2f4d41490813d9daf2bb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Integrating Multiomic Mendelian Randomization, Microarray, S: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177333285e03599d3155d63c699105a3b1b90aa2fecf', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Defective Intracellular Insulin/IGF-1 Signaling Elucidates t: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601773545e5629f4df870f44ed98e988ea89caa3710f7f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Protocol for a systematic review and meta-analysis on Janus : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177396ff7e42601894b8ca0b6f61ff016a4cd43ea624', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Prevalence and incidence of comorbidities in patients with a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601774153dd22320d193e6ce2532acbb53d99b5ff08ecf', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Unravelling the molecular mechanisms and immune landscape of: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177436a0f109abdab33fe1ed279b0fa336a1f4f8bd48', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Janus kinase inhibitors and the changing landscape of vitili: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177506641eeff61d3ee2fcea48be1db3eef9075d6a54', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The efficacy of narrowband ultraviolet B phototherapy combin: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601775273092798188ab5941c5f23c4f47e04b6e2e74df', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Integrative genetics and multiomics analysis reveal mechanis: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177548348810445e27d96757b8aae90f8339c7c3ecbc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo and the microbiome of the gut and skin: a systemati: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177573bae19a301e839859fb73b38a483a80f2124df7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Identification of dietary factors that impact the gut microb: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017759237a78def485e7b3326e26783bf1ae827781dbf', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Unraveling the causal associations between systemic cytokine: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177612e0337b938d17a7628ce1dacab7f8167dce3049', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Effect of prednisone plus either adalimumab or cyclosporine : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017763403ed6d8d0a1cd6dea2ea19a11440596a452667', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Bioinformatics meets machine learning: identifying circulati: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177659ba1bdc7661816f1fcacaaa7f52b55edab44736', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A Comparative Analysis Dissecting the Immune Landscape of Vi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601776783393bc98fc45d4a5de2d8a04f79b33ef82e568', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo and Epigenetics: From Pathogenesis to Clinical Appl: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177701282edfdc2388a979272c7cd8590e23d08c3642', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immune control of functional memory CD8 T cells in normal-ap: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017772086f58f29daee4140bdf4a6e6f2c9a77d416eef', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The lifetime risk and impact of vitiligo across sociodemogra: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177740ea9edca6d97229801ac34b896c7b280b7d4f66', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A retrospective analysis of the efficacy and safety of oral : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017776444d62fd40b4606d08afe49bd4ea80f0520dd74', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A 5-week low-dose prednisolone regimen for progressive vitil: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601777836af95b51cb4fa92313cf61b8c3c537e2885b70', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Disorganisation of basement membrane zone architecture impai: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601778062160d6758d29b5193cf2d90abd52f923100c9c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Racial and Ethnic Diversity in Vitiligo Clinical Trials: A R: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601778257972924d60ec821862f8c484e9c7d20839f705', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Therapeutic effects of topical Mycophenolate mofetil on hydr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017785937f745830b35ec47d4e197c4b3b29d25c7d259', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Oxidative stress-induced release of mitochondrial DNA (mtDNA: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177876075fa595c6758671c356a37890ddc711b2d38d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Effective and durable repigmentation for stable vitiligo: A : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017789217b583df994443febf7558ad31fab19d1d1509', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Analysis of vitamin D metabolism, thyroid and autoimmune mar: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017791118cc8b35e794a1d5ce66758b690d3ae1727c99', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Roles of blood metabolites in mediating the relationship bet: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601779338a19896b73d11c4c69de3a5f6b1ce381e30323', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Investigating the molecular mechanism of purslane‑based viti: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017795679609f635ffd59ab0fa8e98eb6ee3e273e2faf', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The role of phototherapy in pediatric dermatology.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060177977689e25a8e713c462f619280d3a9e44c026a0e9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Emerging role of regulatory T cells in the immunopathogenesi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601780008147a36f92134ad55b04f079dd3dc4de997b18', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy and safety of ritlecitinib in vitiligo patients acr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060178021f819a70ccfcb34f701bfee049253c6009dea8a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Off-label use of upadacitinib in dermatology: a review.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060178039d4a2ac3a68c922896c6187ea4caaf35e3240e7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 VDAC1 oligomerization-mediated mtDNA release under sublethal: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750601780645ab88183db28c1bc6bd9a1d3f70c5b508c9a2e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Ritlecitinib, a JAK3/TEC family kinase inhibitor, stabilizes: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506017809037f35a3c1eb0c0911e2b36c10678711ea84798', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Segmental vitiligo: autoimmune pathogenesis, neuronal mechan: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060178107cb73d4777d7105aa914c783cfa2dd58ce1b905', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The Efficacy of 308-nm Excimer Laser With TopicalBimatoprost: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060178126454c0d8025bd4547674d07aeb10e65a3c0b443', 'param': '', 'type': 'Not Found'}}
